Business Name,What they do (primary category),All place types,Location (address),Website,Place ID
Biryani junction&Temptations,Indian Restaurant,"indian_restaurant, bakery, food_store, restaurant, food, point_of_interest, store, establishment","21001 San Ramon Valley Blvd Suite:C-8, San Ramon, CA 94583, USA",http://www.biryanijunctionandtemptations.com/,ChIJM6E1ZuDtj4ARDen4G1TQ4iw
Koyatech,Corporate Office,"corporate_office, point_of_interest, establishment","10 Connick Ct, San Ramon, CA 94583, USA",http://www.koyatech.com/ContactUs.shtml,ChIJAQDM0artj4AR7e5eOUZuzRk
Amazon Locker - Griffiths,,"point_of_interest, establishment","Lucky, 21001B San Ramon Valley Blvd, San Ramon, CA 94583, USA",https://a.co/7o8vA8j,ChIJb3mQpyftj4ARC0xUKAPbb1U
Southwick Dr & Westside Dr SB,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Dublin, CA 94568, USA",,ChIJKQPtNlTsj4ARRdAvQal_Jfw
Australian Tan - San Ramon,Tanning Salon,"tanning_studio, spa, point_of_interest, service, establishment","21001 San Ramon Valley Blvd, San Ramon, CA 94583, USA",http://www.australiantan.com/,ChIJjSq1AlXsj4ARKklN322EOY0
Lucky,Grocery Store,"grocery_store, deli, sandwich_shop, meal_delivery, food_delivery, butcher_shop, supermarket, food_store, restaurant, food, point_of_interest, store, service, manufacturer, establishment","21001 San Ramon Valley Blvd, San Ramon, CA 94583, USA",https://www.luckysupermarkets.com/stores/d6f7e573-4c4c-481e-b938-1c171fa6c100/SAN%20RAMON/770/SAN%20RAMON,ChIJHcVf7VTsj4AR0D7Yw9VmO1k
Holly with the Good Hair (Holly Reehl),Hair Salon,"hair_salon, hair_care, point_of_interest, service, establishment","21001 San Ramon Valley Blvd D-4 suite 122, San Ramon, CA 94583, USA",https://hollywiththegoodhair.glossgenius.com/,ChIJRw_V7Vntj4AResnF2EUr590
Harman Electricals,Electrician,"electrician, general_contractor, service, point_of_interest, establishment","8709 Deervale Rd, Dublin, CA 94568, USA",,ChIJeXqoclHsj4ARPnAj9SmHS10
TNT Fireworks,Store,"store, point_of_interest, establishment","8931 San Ramon Rd, Dublin, CA 94568, USA",https://www.tntfireworks.com/,ChIJT6V7-1_tj4ARJM_IGOcQnwA
Resolutions Fitness Gym,Fitness center,"fitness_center, swimming_pool, sports_coaching, gym, sports_school, sports_complex, sports_activity_location, health, school, educational_institution, service, point_of_interest, establishment","8931 San Ramon Rd, Dublin, CA 94568, USA",http://www.resolutionsfitness.net/,ChIJi8bFu17sj4ARRTrxLtHxyWY
Ty-West Martial Arts,Sports School,"sports_school, sports_activity_location, health, point_of_interest, establishment","8931 San Ramon Rd, Dublin, CA 94568, USA",http://www.tywestmartialarts.com/,ChIJh7MC-mrsj4AR8nfXdpcLixM
Indo Chinese Wok,Indian Restaurant,"indian_restaurant, restaurant, food, point_of_interest, establishment","8937 San Ramon Rd, Dublin, CA 94568, USA",https://food.orders.co/indochinesewok,ChIJc20IxwdrkFQRs27homg60oc
Fire Biryani,Indian Restaurant,"indian_restaurant, meal_takeaway, restaurant, food, point_of_interest, establishment","8937 San Ramon Rd, Dublin, CA 94568, USA",,ChIJUzA1VPfBj4AROtQlBZCSo2k
Biryani Bistro,Indian Restaurant,"indian_restaurant, vegetarian_restaurant, soup_restaurant, catering_service, kebab_shop, family_restaurant, food_delivery, restaurant, food, service, point_of_interest, establishment","8937 San Ramon Rd, Dublin, CA 94568, USA",https://food.orders.co/biryanibistro,ChIJN_Mk-1Psj4AR8BApapGRjn4
We Care Dental,Dentist,"dentist, health, point_of_interest, establishment","8935 San Ramon Rd, Dublin, CA 94568, USA",https://dentistdublinwecare.com/,ChIJ73yVclTsj4ARfaxJ0hMT4Bc
Kitchen Design Specialists Experts,Services,"service, point_of_interest, establishment","8931-8951 San Ramon Rd ste 8941, Dublin, CA 94568, USA",,ChIJIZMXi9vtj4ARWVs55twefZ0
Kabul Kabob & Grill,Afghan restaurant,"afghani_restaurant, halal_restaurant, kebab_shop, restaurant, food, point_of_interest, establishment","8939 San Ramon Rd, Dublin, CA 94568, USA",https://kabulkabob.com/,ChIJXy6P-lPsj4ARqRA1vULRGnw
Mayflower Massage,Massage,"massage, service, point_of_interest, establishment","8933 San Ramon Rd, Dublin, CA 94568, USA",,ChIJS_v9DlTsj4ARIhJ9sXfeaxs
ATM,ATM,"atm, finance, point_of_interest, establishment","8941 San Ramon Rd, Dublin, CA 94568, USA",,ChIJXQDnBVTsj4ARwmuqh927hFo
Loard's ice cream dublin CA,Ice Cream Shop,"ice_cream_shop, dessert_shop, confectionery, food_store, food, store, point_of_interest, establishment","8951 San Ramon Rd Suite B, Dublin, CA 94568, USA",,ChIJMYT5y5ztj4AR0WZzQzevKK0
King Tut Travel & Tours Inc,Travel Agency,"travel_agency, service, point_of_interest, establishment","San Ramon Rd, San Ramon, CA 94583, USA",https://www.kingtuttours.com/,ChIJl6JgF5Hyj4ARLYpFMuCJfUk
Online_Marketing,Wholesaler,"wholesaler, point_of_interest, establishment","8654 Wicklow Ln, Dublin, CA 94568, USA",,ChIJs3wN6r3tj4ARScwkSGoO8_4
RYU Nail Bar,Nail Salon,"nail_salon, hair_care, beauty_salon, service, point_of_interest, establishment","8947 San Ramon Rd, Dublin, CA 94568, USA",http://ryunailbar.com/,ChIJ6XCljRPtj4ARUquchhDlF74
Boba Bliss,Tea House,"tea_house, cafe, food_store, food, store, point_of_interest, establishment","8945 San Ramon Rd, Dublin, CA 94568, USA",http://www.bobablissofficial.com/,ChIJ2_YrC9Htj4ARheJJLN7oXwM
Mountain Mike's Pizza,Pizza Restaurant,"pizza_restaurant, pizza_delivery, chicken_wings_restaurant, family_restaurant, buffet_restaurant, meal_takeaway, meal_delivery, food_delivery, restaurant, food, point_of_interest, establishment","8951 San Ramon Rd, Dublin, CA 94568, USA",https://www.mountainmikespizza.com/locations/dublin-san-ramon/,ChIJOVzNC1Tsj4ARKrhHtSJEI-Y
Shell Car Wash,Car Wash,"car_wash, service, point_of_interest, establishment","8999 San Ramon Rd, Dublin, CA 94568, USA",https://find.shell.com/us/fuel/10007871-8999-san-ramon-rd,ChIJre0NrLftj4ARGzGAGVgrZ3M
Shelly,Car repair and maintenance service,"car_repair, service, point_of_interest, establishment","8999 San Ramon Rd, Dublin, CA 94568, USA",https://jackselectric.net/,ChIJVfB-yZrtj4ARuMcQ6z2WPRg
East Bay Hang Gliding,Educational Institution,"educational_institution, point_of_interest, establishment","6722 Sapphire St, Dublin, CA 94568, USA",,ChIJ5RCi9Dnsj4ARxBNRtoN-TjM
Stagecoach Rd & Turquoise St,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Dublin, CA 94568, USA",,ChIJg9Og3jvsj4ARacbTph5WqdI
Stagecoach Rd & Topaz Cir,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Dublin, CA 94568, USA",,ChIJT5sl5zvsj4AR0AdTX-syIqE
Stagecoach Park,Park,"park, tourist_attraction, point_of_interest, establishment","7550 Stagecoach Rd, Dublin, CA 94568, USA",http://www.dublin.ca.gov/Facilities/Facility/Details/Stagecoach-Park-10,ChIJB6r-4Tvsj4ARmTN2ZFYUPak
Dougherty Hills Trail Middle End,Park,"park, point_of_interest, establishment","Topaz Cir, Dublin, CA 94568, USA",,ChIJx9HKDmbtj4ARVIPlccOABug
Gaels Stadium at Dublin High,Athletic Field,"athletic_field, sports_activity_location, point_of_interest, establishment","8151 Village Pkwy, Dublin, CA 94568, USA",,ChIJ_f1Ipe_tj4ARU2oFaIEiJ5I
Hily Candles,Home Goods Store,"home_goods_store, store, point_of_interest, establishment","8014 S Lake Dr, Dublin, CA 94568, USA",http://hilycandles.com/,ChIJNaKF-bPtj4ARuBOO3ZnoNEc
DriftSpark,Non-Profit Organization,"non_profit_organization, association_or_organization, point_of_interest, establishment","7656 Topaz Cir, Dublin, CA 94568, USA",https://sites.google.com/view/driftspark/home,ChIJmzaIQbrtj4ARF3flc2f5mUY
"Molly B. Keith, MA",Health,"service, health, point_of_interest, establishment","Dublin, CA 94568, USA",,ChIJlTlB-Tnsj4ARSpRTgddH3PY
Stagecoach Rd & Jade Cir NB,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Dublin, CA 94568, USA",,ChIJ3yOy_znsj4ARNps83Xdyhjo
Dublin High School Baseball Field,Athletic Field,"athletic_field, sports_activity_location, point_of_interest, establishment","8151 Village Pkwy, Dublin, CA 94568, USA",,ChIJD7yQtEztj4AR2n8cFppeSSI
Stagecoach Rd & Jade Cir SB,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Dublin, CA 94568, USA",,ChIJF7ylVjfsj4AR4_PG2XmEjDA
Dublin High School Softball Field,Athletic Field,"athletic_field, sports_activity_location, point_of_interest, establishment","8151 Village Pkwy, Dublin, CA 94568, USA",,ChIJmbjf2rHtj4ARunoswXt_rWc
"Serene, lovely and furnished 1-bedroom with private bath for rent in Dublin, CA.",Lodging,"lodging, point_of_interest, establishment","Dublin, CA 94568, USA",,ChIJOwa4ijvsj4ARUCZ2XrRNHRU
Dublin High School Sports Complex,School,"school, educational_institution, point_of_interest, establishment","8151 Village Pkwy, Dublin, CA 94568, USA",,ChIJ9fEmw8Dtj4ARnmXQHGa991c
Notary Baba,Banking and Finance,"consultant, finance, service, point_of_interest, establishment","7942 Agate Way, Dublin, CA 94568, USA",https://notarybaba.com/,ChIJQ5yb69Dtj4ARLTRBDA4fRNw
COVID-19 Vaccine Location-Dublin High School,Medical Laboratory,"medical_lab, health, point_of_interest, establishment","8151 Village Pkwy, Dublin, CA 94568, USA",,ChIJvxQpcDjsj4ARkBVwW9xSwgA
KickBack,Wholesaler,"wholesaler, point_of_interest, establishment","8151 Village Pkwy, Dublin, CA 94568, USA",,ChIJV_vFTzjtj4ARX7GVQUyvR2E
California Childrens Services,Health,"local_government_office, government_office, health, point_of_interest, establishment","8151 Village Pkwy, Dublin, CA 94568, USA",,ChIJyVMZbzjsj4AR5Dsni9ZpTaQ
Dublin High School - Science & Engineering Building,High school,"secondary_school, school, educational_institution, point_of_interest, establishment","Dublin, CA 94568, USA",https://dublinusd.org/m/pages/index.jsp?uREC_ID=472279&type=d,ChIJc_6Yp7_tj4AR_RsD4MiUc9Y
FCI Dublin Staff housing,Housing Complex,"housing_complex, point_of_interest, service, establishment","6700 Goodfellow Ave, Dublin, CA 94568, USA",,ChIJ0cBQDhDvj4AR5OKBZF-aMeo
IHG Army Hotels Buildings 1150 & 1151,Hotel,"hotel, lodging, point_of_interest, establishment","Building, Check-in, 1151 12th St Building 1151, Dublin, CA 94568, USA",https://www.ihg.com/armyhotels/hotels/us/en/dublin/zycpa/hoteldetail?cm_mmc=GoogleMaps-_-MA-_-US-_-ZYCPA,ChIJSfJgPSDsj4ARVapHam2QY0k
Camp Parks Recreation Center,Sports Activity Location,"sports_activity_location, point_of_interest, establishment","521 Mitchell Dr, Dublin, CA 94568, USA",,ChIJ9WI3nx_sj4ARLYjEA7nxCiE
Building 394,Hotel,"hotel, lodging, point_of_interest, establishment","394 10th St, Dublin, CA 94568, USA",,ChIJIeoWdoftj4ARqjGZCWVegTY
"91st Training Division, 84th Training Command",Corporate Office,"corporate_office, point_of_interest, establishment","510 Evans St, Dublin, CA 94568, USA",,ChIJIYZyubftj4ARrLhCuKYAVxs
80th TASS Training Center,School,"point_of_interest, school, educational_institution, establishment","517 Mitchell Dr, Dublin, CA 94568, USA",https://home.army.mil/parks/index.php/units-tenants/80th-TC,ChIJ0T9xRuHtj4ARj0uk1yDV_Qw
Camp Parks ID Center,Corporate Office,"corporate_office, point_of_interest, establishment","312 9th St, Dublin, CA 94568, USA",https://home.army.mil/parks/index.php/about/Garrison/directorate-human-resources,ChIJJ6ySTR_sj4ARfZxnvFOi6kQ
BLDG 342,Government Office,"government_office, point_of_interest, establishment","Dublin, CA 94568, USA",,ChIJ2wd5UgDtj4ARZ1lOZc2MRd0
Camp Parks Chapel,Place of Worship,"place_of_worship, association_or_organization, point_of_interest, establishment","501 8th St, Dublin, CA 94568, USA",https://home.army.mil/parks/index.php/about/Garrison/RSO-chaplain,ChIJZZS13pztj4ARN_Lk6iQVqbM
ATM,ATM,"atm, finance, point_of_interest, establishment","Dublin, CA 94568, USA",,ChIJ5yreUR7sj4ARGUID--SrHq4
NCOA,School,"point_of_interest, school, educational_institution, establishment","340 Cromwell Ave, Dublin, CA 94568, USA",,ChIJn3sPXB_sj4ARS6NPd7PYXrY
U.S. Army NCO Academy Parks (RFTA),,"point_of_interest, establishment","340 Cromwell Ave, Dublin, CA 94568, USA",https://www.us.army.mil/suite/page/622724,ChIJLd__Uh_sj4AR_QRKJj91Tac
Camp Parks DFAC,Restaurant,"restaurant, food, point_of_interest, establishment","360 10th St, Dublin, CA 94568, USA",,ChIJl6KsY9rtj4ARddtvxkDwTlA
U.S. Army Camp Parks RFTA Network Enterprise Center (NEC),Government Office,"government_office, point_of_interest, establishment","332 Cromwell Ave #132a, Dublin, CA 94568, USA",https://home.army.mil/parks/index.php/my-fort/all-services/nec,ChIJbW7nJXXtj4ARRdaJ4nQY7EU
ID/CAC Card Processing,Services,"point_of_interest, service, establishment","Davis Ave, Dublin, CA 94568, USA",,ChIJvfe3bB_sj4ARiv_G7Gbd_Cc
TechFlow Charging Station,Electric Vehicle Charging Station,"electric_vehicle_charging_station, transportation_service, point_of_interest, establishment","312 9th St, Dublin, CA 94568, USA",https://www.techflow.com/,ChIJ_f_vEB_sj4ARmlyfCzDyAWo
Camp park mailroom,Post Office,"post_office, finance, association_or_organization, government_office, point_of_interest, service, establishment","Dublin, CA 94568, USA",,ChIJ9VgSXe7tj4ARGmsd4o5i7Ng
Building 490,Government Office,"government_office, point_of_interest, establishment","P3CR+WJ, Dublin, CA 94568, USA",,ChIJQUe-3cbtj4ARwaMah54cemg
Reserve Personnel Action Center (RPAC Hub CA039),Government Office,"government_office, point_of_interest, establishment","312 9th Street, Camp Parks Blvd Room 101, Dublin, CA 94568, USA",,ChIJ6eCBmmjtj4ARN-G4HY4qNys
Camp Parks MTC,Services,"point_of_interest, service, establishment","Dublin, CA 94568, USA",https://home.army.mil/parks/index.php/units-tenants/PacDiv-75thMTC,ChIJdePeSSLsj4ARYD-qxpGuHfI
Lost Ridge,Campground,"campground, lodging, point_of_interest, establishment","California 94552, USA",,ChIJJ3bLVWyOj4ARxdwbLfrNgfY
El Venado Campground,Campground,"campground, lodging, point_of_interest, establishment","Castro Valley, CA 94552, USA",,ChIJrWTLsGuOj4ARYfhgkivfUsg
Marciel Road Staging,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Lake Chabot Regional Park, United States, Castro Valley, CA 94552, USA",,ChIJr9S_gG2Oj4AR80sMC54YGzc
Brandon/Towhee hilltop bench,Park,"park, point_of_interest, establishment","PWQ4+V3, Hayward, CA 94552, USA",,ChIJVbtDvhOPj4ARoDwv1MU0i-U
Brandon & Towhee trail junction,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Brandon Trail, Castro Valley, CA 94552, USA",,ChIJbRJmALSPj4ARLl6bLbZdKgo
Lost Ridge Group Camp,Campground,"campground, lodging, point_of_interest, establishment","Group Camp Rd, Oakland, CA 94619, USA",http://www.ebparks.org/parks/anthony_chabot,ChIJNV18eGqOj4ARMuc2IGwxwDE
Two Rocks Group Camp,Campground,"campground, lodging, point_of_interest, establishment","Two Rocks Trail, Oakland, CA 94605, USA",http://www.ebparks.org/parks/anthony_chabot,ChIJtzlCTEKOj4ARKyPfCmtp5Ug
Entry Kiosk/Park Office,Local Government Office,"local_government_office, government_office, store, point_of_interest, establishment","California 94552, USA",,ChIJVVUhYxKOj4ARlQssZpNa_X4
Campground Site 13,Campground,"campground, lodging, point_of_interest, establishment","PVMX+8Q, Oakland, CA 94552, USA",,ChIJb0tRTwCPj4ARNmiSyV8n2V4
Showerhouse / Restrooms,Public Bathroom,"public_bathroom, point_of_interest, establishment","PVMX+FC, Oakland, CA 94552, USA",,ChIJD0pHXwCPj4ARnA6nGf5q0BU
Campground Site 23,Campground,"campground, lodging, point_of_interest, establishment","Alameda County, CA 94552, USA",,ChIJZbCBgLCPj4ARJUgidI03KZk
Amphitheater - Anthony Chabot Campgrounds,Amphitheater,"amphitheatre, performing_arts_theater, event_venue, point_of_interest, establishment","PVMX+FC, Castro Valley, CA 94552, USA",,ChIJe9LQDACPj4AROKu8sdWaUN4
Campground Site 51,Playground,"playground, point_of_interest, establishment","Castro Valley, CA 94552, USA",,ChIJLTJhPACPj4ARnMx6Z2whIRc
Anthony Chabot Regional Park,Park,"park, tourist_attraction, point_of_interest, establishment","9999 Redwood Rd, Castro Valley, CA 94552, USA",http://www.ebparks.org/parks/anthony_chabot#trailmap,ChIJAbrOKvKOj4ARVv3zYBvxB2g
Huck's Trail,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Huck's Trail, Castro Valley, CA 94552, USA",,ChIJ2dy-eYCPj4ARKpQ-9AVdKz4
Campground Site 52,Playground,"playground, point_of_interest, establishment","Castro Valley, CA 94552, USA",,ChIJC5GcIgCPj4ARZd8WE2YKjlI
Showerhouse / Restrooms,Public Bathroom,"public_bathroom, point_of_interest, establishment","Castro Valley, CA 94552, USA",,ChIJtyTPLACPj4ARSoMNrC45hVw
Anthony Chabot Family Campground,Campground,"campground, lodging, point_of_interest, establishment","Castro Valley, CA 94552, USA",https://www.ebparks.org/parks/anthony-chabot,ChIJ1-00RhWOj4ARPHEROaqQQb4
Live Oak Trail,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Live Oak Trail, California 94552, USA",,ChIJcbDOkvmPj4AR7JTZDh_3B-Q
Hawk Ridge Group Camp,Campground,"campground, lodging, point_of_interest, establishment","Two Rocks Trail, Castro Valley, CA 94552, USA",http://www.ebparks.org/parks/anthony_chabot,ChIJvfjNcESOj4ARQdocyu6UbZE
Castro Valley Christmas Tree Farm,Farm,"farm, wholesaler, point_of_interest, service, establishment","7001 Miller Rd, Castro Valley, CA 94546, USA",http://www.cvtreefarm.com/,ChIJmbTNGISOj4ARLcaaVhrCDx0
EBMUD Chabot Staging Area,Parking Lot,"parking_lot, parking, point_of_interest, transportation_service, service, establishment","17292 Redwood Rd, Castro Valley, CA 94552, USA",,ChIJad5KSxeNj4ARbE5zG3d0EME
Chabot Staging Area,Park,"park, point_of_interest, establishment","17292 Redwood Rd, Castro Valley, CA 94552, USA",http://www.ebmud.com/,ChIJ2WMQMuSNj4ART2z46yQNAaI
Willow view trail,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Brandon Trail, Castro Valley, CA 94552, USA",,ChIJg0O8UQCPj4ARCXXAYuPwOD0
Golf Course,Golf Course,"golf_course, athletic_field, sports_activity_location, point_of_interest, establishment","9999 Redwood Rd, Castro Valley, CA 94546, USA",,ChIJq6qqGv2Nj4ARic0mP07qqcA
Cameron Loop Trail,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","PWH5+VF, Castro Valley, CA 94546, USA",,ChIJl4dQLaSPj4ARIvZbVLlNcpk
The Meadows,American Restaurant,"american_restaurant, restaurant, food, point_of_interest, establishment","17007 Redwood Rd, Castro Valley, CA 94546, USA",http://www.redwoodcanyongolf.com/meadows_bistro/,ChIJY8IWav6Nj4ARcgfEihm0Vq4
Eric Jones Golf Academy,Sports School,"sports_school, sports_coaching, health, point_of_interest, establishment","17007 Redwood Rd, Castro Valley, CA 94546, USA",,ChIJY8IWav6Nj4ARvysaWcpyd7c
Redwood Canyon by Wedgewood Weddings,Wedding Venue,"wedding_venue, banquet_hall, service, event_venue, point_of_interest, establishment","17007 Redwood Rd, Castro Valley, CA 94546, USA",https://www.wedgewoodweddings.com/redwoodcanyon?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=redwood-canyon,ChIJY8IWav6Nj4AR-ZxytCMrlFg
Redwood Canyon Golf Course,Golf Course,"golf_course, wedding_venue, sports_club, athletic_field, sports_activity_location, service, event_venue, association_or_organization, point_of_interest, establishment","17007 Redwood Rd, Castro Valley, CA 94546, USA",https://redwoodcanyongolf.com/,ChIJ49x-_weOj4ARDEJs0wNIozk
Rotary Club of Castro Valley,Association / Organization,"association_or_organization, point_of_interest, establishment","17007 Redwood Rd, Castro Valley, CA 94546, USA",http://castrovalleyrotary.org/,ChIJGzaRQf6Nj4ARo8dZ9cYktSU
Dinosaur ridge,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","QW4J+5Q, Castro Valley, CA 94546, USA",,ChIJS1ciYgCNj4AR54H_mhpolOE
Proctor Trailhead,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Castro Valley, CA 94546, USA",https://www.ebparks.org/parks/anthony_chabot/default.htm,ChIJJ0gOMgGOj4ARMaV7n5Uc5nI
TwiningVine Estate Winery,Winery,"winery, farm, manufacturer, food, point_of_interest, service, establishment","16851 Cull Canyon Rd, Castro Valley, CA 94552, USA",http://www.twiningvine.com/,ChIJQTrtD5SNj4ARNwsm5n60OvQ
CORA (Certified Online Research Associated),,"point_of_interest, establishment","South Gate #Barns, 17123 Cull Canyon Rd A #B, Castro Valley, CA 94552, USA",,ChIJiyFH6ZmNj4ARrmoRFHjohwo
